bab,nomor_tabel,judul_tabel,wilayah,indikator,satuan,nilai_num,nilai_teks,flag,sumber
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Bojongasih,Ibukota Kecamatan,-,,Bojongasih,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Bojongasih,Persentase terhadap Luas Kabupaten,%,1.43,"1,43",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Culamega,Ibukota Kecamatan,-,,Cintabodas,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Culamega,Persentase terhadap Luas Kabupaten,%,2.52,"2,52",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Bojonggambir,Ibukota Kecamatan,-,,Mangkonjaya,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Bojonggambir,Persentase terhadap Luas Kabupaten,%,6.26,"6,26",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sodonghilir,Ibukota Kecamatan,-,,Sodonghilir,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sodonghilir,Persentase terhadap Luas Kabupaten,%,3.44,"3,44",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Taraju,Ibukota Kecamatan,-,,Taraju,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Taraju,Persentase terhadap Luas Kabupaten,%,2.06,"2,06",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Salawu,Ibukota Kecamatan,-,,Salawu,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Salawu,Persentase terhadap Luas Kabupaten,%,1.87,"1,87",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Puspahiang,Ibukota Kecamatan,-,,Puspahiang,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Puspahiang,Persentase terhadap Luas Kabupaten,%,1.29,"1,29",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Tanjungjaya,Ibukota Kecamatan,-,,Tanjungjaya,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Tanjungjaya,Persentase terhadap Luas Kabupaten,%,1.36,"1,36",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaraja,Ibukota Kecamatan,-,,Sukapura,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaraja,Persentase terhadap Luas Kabupaten,%,1.59,"1,59",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Salopa,Ibukota Kecamatan,-,,Mandalahayu,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Salopa,Persentase terhadap Luas Kabupaten,%,4.5,"4,5",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Jatiwaras,Ibukota Kecamatan,-,,Jatiwaras,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Jatiwaras,Persentase terhadap Luas Kabupaten,%,2.71,"2,71",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cineam,Ibukota Kecamatan,-,,Cijulang,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cineam,Persentase terhadap Luas Kabupaten,%,2.91,"2,91",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Karangjaya,Ibukota Kecamatan,-,,Karangjaya,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Karangjaya,Persentase terhadap Luas Kabupaten,%,1.77,"1,77",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Manonjaya,Ibukota Kecamatan,-,,Manonjaya,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Manonjaya,Persentase terhadap Luas Kabupaten,%,1.46,"1,46",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Gunungtanjung,Ibukota Kecamatan,-,,Gunungtanjung,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Gunungtanjung,Persentase terhadap Luas Kabupaten,%,1.24,"1,24",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Singaparna,Ibukota Kecamatan,-,,Singasari,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Singaparna,Persentase terhadap Luas Kabupaten,%,0.92,"0,92",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukarame,Ibukota Kecamatan,-,,Sukarame,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukarame,Persentase terhadap Luas Kabupaten,%,1.1,"1,1",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Mangunreja,Ibukota Kecamatan,-,,Mangunreja,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Mangunreja,Persentase terhadap Luas Kabupaten,%,0.74,"0,74",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cigalontang,Ibukota Kecamatan,-,,Jayapura,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cigalontang,Persentase terhadap Luas Kabupaten,%,4.43,"4,43",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Leuwisari,Ibukota Kecamatan,-,,Arjasari,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Leuwisari,Persentase terhadap Luas Kabupaten,%,1.97,"1,97",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sariwangi,Ibukota Kecamatan,-,,Jayaratu,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sariwangi,Persentase terhadap Luas Kabupaten,%,1.84,"1,84",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Padakembang,Ibukota Kecamatan,-,,Cisaruni,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Padakembang,Persentase terhadap Luas Kabupaten,%,1.39,"1,39",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaratu,Ibukota Kecamatan,-,,Sukaratu,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaratu,Persentase terhadap Luas Kabupaten,%,2.11,"2,11",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cisayong,Ibukota Kecamatan,-,,Cisayong,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Cisayong,Persentase terhadap Luas Kabupaten,%,2.2,"2,2",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukahening,Ibukota Kecamatan,-,,Calincing,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukahening,Persentase terhadap Luas Kabupaten,%,1.05,"1,05",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Rajapolah,Ibukota Kecamatan,-,,Rajapolah,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Rajapolah,Persentase terhadap Luas Kabupaten,%,0.79,"0,79",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Jamanis,Ibukota Kecamatan,-,,Sindangraja,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Jamanis,Persentase terhadap Luas Kabupaten,%,0.79,"0,79",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Ciawi,Ibukota Kecamatan,-,,Ciawi,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Ciawi,Persentase terhadap Luas Kabupaten,%,1.67,"1,67",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Kadipaten,Ibukota Kecamatan,-,,Buniasih,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Kadipaten,Persentase terhadap Luas Kabupaten,%,1.69,"1,69",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Pagerageung,Ibukota Kecamatan,-,,Pagerageung,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Pagerageung,Persentase terhadap Luas Kabupaten,%,2.47,"2,47",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaresik,Ibukota Kecamatan,-,,Sukaratu,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Sukaresik,Persentase terhadap Luas Kabupaten,%,0.66,"0,66",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Kabupaten Tasikmalaya,Ibukota Kecamatan,-,,Singaparna,ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.3,"Ibukota Kecamatan dan Persentase Luas Wilayah Terhadap Kabupaten, 2025",Kabupaten Tasikmalaya,Persentase terhadap Luas Kabupaten,%,,-,nihil,"Data Hasil Podes 2021, diolah"
