bab,nomor_tabel,judul_tabel,wilayah,rincian,indikator,satuan,tahun,nilai_num,nilai_teks,flag,sumber
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2 Belanja Modal/ Capital Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,197967119593,"197.967.119.593,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.1 Belanja Modal Tanah/Land Capital Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,2802517200,"2.802.517.200,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.1 Belanja Modal Tanah/Land Capital Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,811788236,"811.788.236,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.2 Belanja Modal Peralatan dan Mesin/Equipment and,Realisasi Keuangan Pemerintah,ribu rupiah,2024,126631707661,"126.631.707.661,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.2 Belanja Modal Peralatan dan Mesin/Equipment and,Realisasi Keuangan Pemerintah,ribu rupiah,2025,80747897307,"80.747.897.307,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.3 Belanja Modal Gedung dan Bangunan/Building and,Realisasi Keuangan Pemerintah,ribu rupiah,2024,91942929583,"91.942.929.583,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.3 Belanja Modal Gedung dan Bangunan/Building and,Realisasi Keuangan Pemerintah,ribu rupiah,2025,22276586540,"22.276.586.540,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,"2.2.4 Belanja Modal Jalan, Irigasi dan Jaringan/ Roads,",Realisasi Keuangan Pemerintah,ribu rupiah,2024,164385225451,"164.385.225.451,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,"2.2.4 Belanja Modal Jalan, Irigasi dan Jaringan/ Roads,",Realisasi Keuangan Pemerintah,ribu rupiah,2025,65742668155,"65.742.668.155,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.5 Belanja Modal Aset Tetap Lainnya/Other Fixed Assets,Realisasi Keuangan Pemerintah,ribu rupiah,2024,35397425303,"35.397.425.303,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2.5 Belanja Modal Aset Tetap Lainnya/Other Fixed Assets,Realisasi Keuangan Pemerintah,ribu rupiah,2025,28388179355,"28.388.179.355,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.3 Belanja Tak Terduga/Unpredictabel Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,26020100684,"26.020.100.684,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.3 Belanja Tak Terduga/Unpredictabel Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,27740237775,"27.740.237.775,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.3.1 Belanja Tak Terduga/Unpredictabel,Realisasi Keuangan Pemerintah,ribu rupiah,2024,26020100684,"26.020.100.684,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.3.1 Belanja Tak Terduga/Unpredictabel,Realisasi Keuangan Pemerintah,ribu rupiah,2025,27740237775,"27.740.237.775,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4 Belanja Transfer/Transfer Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,664070085400,"664.070.085.400,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4 Belanja Transfer/Transfer Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,625463970177,"625.463.970.177,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4.1 Belanja Bagi Hasil/Profit Shsring Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,11919051400,"11.919.051.400,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4.1 Belanja Bagi Hasil/Profit Shsring Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,11105600000,"11.105.600.000,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4.2 Belanja Bantuan Keuangan/ Assistance Finance,Realisasi Keuangan Pemerintah,ribu rupiah,2024,652151034000,"652.151.034.000,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.4.2 Belanja Bantuan Keuangan/ Assistance Finance,Realisasi Keuangan Pemerintah,ribu rupiah,2025,614358370177,"614.358.370.177,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Surplus/ (Defisit),Realisasi Keuangan Pemerintah,ribu rupiah,2024,-175011637449.69,"(175.011.637.449,69)",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Surplus/ (Defisit),Realisasi Keuangan Pemerintah,ribu rupiah,2025,83074245848.02,"83.074.245.848,02",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.1 Penerimaan Pembiayaan/Financing Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2024,269375603676.27,"269.375.603.676,27",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.1 Penerimaan Pembiayaan/Financing Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2025,163964888791.58,"163.964.888.791,58",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Sebelumnya/ Remaining Balance of Previous Year,Realisasi Keuangan Pemerintah,ribu rupiah,2024,132951974135.27,"132.951.974.135,27",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Sebelumnya/ Remaining Balance of Previous Year,Realisasi Keuangan Pemerintah,ribu rupiah,2025,37940356685.58,"37.940.356.685,58",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2 Pengeluaran Pembiayaan/ Financing Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,56423629541,"56.423.629.541,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2 Pengeluaran Pembiayaan/ Financing Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,129803047353,"129.803.047.353,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.1 Pembiayaan Cicilan Pokok/ Principal Installments,Realisasi Keuangan Pemerintah,ribu rupiah,2024,56423629541,"56.423.629.541,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.1 Pembiayaan Cicilan Pokok/ Principal Installments,Realisasi Keuangan Pemerintah,ribu rupiah,2025,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.2 Pemberian Pinjaman Daerah/Granting Regional,Realisasi Keuangan Pemerintah,ribu rupiah,2024,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.2 Pemberian Pinjaman Daerah/Granting Regional,Realisasi Keuangan Pemerintah,ribu rupiah,2025,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.3 Pembentukan Dana Cadangan/Reserve Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2024,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.3 Pembentukan Dana Cadangan/Reserve Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2025,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.4 Penyertaan Modal Daerah/ Regional Capital,Realisasi Keuangan Pemerintah,ribu rupiah,2024,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,3.2.4 Penyertaan Modal Daerah/ Regional Capital,Realisasi Keuangan Pemerintah,ribu rupiah,2025,0,"0,00",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Pembiayaan Netto/Net Financing,Realisasi Keuangan Pemerintah,ribu rupiah,2024,212951974135.27,"212.951.974.135,27",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,Pembiayaan Netto/Net Financing,Realisasi Keuangan Pemerintah,ribu rupiah,2025,34161841438.58,"34.161.841.438,58",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,4. Sisa Lebih Pembayaran Anggaran (SILPA)/,Realisasi Keuangan Pemerintah,ribu rupiah,2024,37940336685.58,"37.940.336.685,58",ada,BPKPD
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,4. Sisa Lebih Pembayaran Anggaran (SILPA)/,Realisasi Keuangan Pemerintah,ribu rupiah,2025,117236087286.6,"117.236.087.286,60",ada,BPKPD
