bab,nomor_tabel,judul_tabel,wilayah,rincian,indikator,satuan,tahun,nilai_num,nilai_teks,flag,sumber
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/A (Pengatur Muda),Jumlah PNS - Laki-laki,orang,2025,8,8,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/A (Pengatur Muda),Jumlah PNS - Perempuan,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/A (Pengatur Muda),Jumlah PNS - Jumlah,orang,2025,8,8,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/B (Pengatur Muda Tingkat I),Jumlah PNS - Laki-laki,orang,2025,16,16,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/B (Pengatur Muda Tingkat I),Jumlah PNS - Perempuan,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/B (Pengatur Muda Tingkat I),Jumlah PNS - Jumlah,orang,2025,16,16,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/C (Pengatur),Jumlah PNS - Laki-laki,orang,2025,46,46,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/C (Pengatur),Jumlah PNS - Perempuan,orang,2025,17,17,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/C (Pengatur),Jumlah PNS - Jumlah,orang,2025,63,63,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/D (Pengatur Tingkat I),Jumlah PNS - Laki-laki,orang,2025,128,128,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/D (Pengatur Tingkat I),Jumlah PNS - Perempuan,orang,2025,195,195,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,II/D (Pengatur Tingkat I),Jumlah PNS - Jumlah,orang,2025,323,323,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan II/Range II,Jumlah PNS - Laki-laki,orang,2025,198,198,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan II/Range II,Jumlah PNS - Perempuan,orang,2025,212,212,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan II/Range II,Jumlah PNS - Jumlah,orang,2025,410,410,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/A (Penata Muda),Jumlah PNS - Laki-laki,orang,2025,159,159,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/A (Penata Muda),Jumlah PNS - Perempuan,orang,2025,190,190,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/A (Penata Muda),Jumlah PNS - Jumlah,orang,2025,349,349,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/B (Penata Muda Tingkat I),Jumlah PNS - Laki-laki,orang,2025,497,497,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/B (Penata Muda Tingkat I),Jumlah PNS - Perempuan,orang,2025,1017,1.017,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/B (Penata Muda Tingkat I),Jumlah PNS - Jumlah,orang,2025,1514,1.514,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/C (Penata),Jumlah PNS - Laki-laki,orang,2025,352,352,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/C (Penata),Jumlah PNS - Perempuan,orang,2025,413,413,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/C (Penata),Jumlah PNS - Jumlah,orang,2025,765,765,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/D (Penata Tingkat I),Jumlah PNS - Laki-laki,orang,2025,839,839,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/D (Penata Tingkat I),Jumlah PNS - Perempuan,orang,2025,1204,1.204,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,III/D (Penata Tingkat I),Jumlah PNS - Jumlah,orang,2025,2043,2.043,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan III/Range III,Jumlah PNS - Laki-laki,orang,2025,1847,1.847,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan III/Range III,Jumlah PNS - Perempuan,orang,2025,2824,2.824,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan III/Range III,Jumlah PNS - Jumlah,orang,2025,4671,4.671,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/A (Pembina),Jumlah PNS - Laki-laki,orang,2025,486,486,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/A (Pembina),Jumlah PNS - Perempuan,orang,2025,629,629,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/A (Pembina),Jumlah PNS - Jumlah,orang,2025,1115,1.115,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/B (Pembina Tingkat I),Jumlah PNS - Laki-laki,orang,2025,807,807,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/B (Pembina Tingkat I),Jumlah PNS - Perempuan,orang,2025,1260,1260,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/B (Pembina Tingkat I),Jumlah PNS - Jumlah,orang,2025,2067,2.067,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/C (Pembina Utama Muda),Jumlah PNS - Laki-laki,orang,2025,112,112,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/C (Pembina Utama Muda),Jumlah PNS - Perempuan,orang,2025,100,100,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/C (Pembina Utama Muda),Jumlah PNS - Jumlah,orang,2025,212,212,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/D (Pembina Utama Madya),Jumlah PNS - Laki-laki,orang,2025,2,2,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/D (Pembina Utama Madya),Jumlah PNS - Perempuan,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/D (Pembina Utama Madya),Jumlah PNS - Jumlah,orang,2025,2,2,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/E (Pembina Utama),Jumlah PNS - Laki-laki,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/E (Pembina Utama),Jumlah PNS - Perempuan,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,IV/E (Pembina Utama),Jumlah PNS - Jumlah,orang,2025,,-,nihil,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan IV/Range IV,Jumlah PNS - Laki-laki,orang,2025,993,993,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan IV/Range IV,Jumlah PNS - Perempuan,orang,2025,1375,1.375,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Golongan IV/Range IV,Jumlah PNS - Jumlah,orang,2025,2368,2.368,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Kabupaten Tasikmalaya,Jumlah PNS - Laki-laki,orang,2025,3039,3.039,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Kabupaten Tasikmalaya,Jumlah PNS - Perempuan,orang,2025,4411,4.411,ada,BKPSDM
Pemerintahan,2.3.3,"Jumlah PNS Menurut Tingkat Kepangkatan dan Jenis Kelamin, 2025",Kabupaten Tasikmalaya,Kabupaten Tasikmalaya,Jumlah PNS - Jumlah,orang,2025,14900,14.900,ada,BKPSDM
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1. Pendapatan Daerah/Regional Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2024,566540362910.8,"566.540.362.910,80",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1. Pendapatan Daerah/Regional Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2025,3431340996046.44,"3.431.340.996.046,44",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1 Pendapatan Asli Daerah (PAD)/Local Own-source,Realisasi Keuangan Pemerintah,ribu rupiah,2024,358951018708.8,"358.951.018.708,80",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1 Pendapatan Asli Daerah (PAD)/Local Own-source,Realisasi Keuangan Pemerintah,ribu rupiah,2025,436070469702.44,"436.070.469.702,44",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.1 Pajak Daerah/Regional Tax,Realisasi Keuangan Pemerintah,ribu rupiah,2024,104138533398,"104.138.533.398,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.1 Pajak Daerah/Regional Tax,Realisasi Keuangan Pemerintah,ribu rupiah,2025,167182537897,"167.182.537.897,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.2 Retribusi Daerah/Regional Retribution,Realisasi Keuangan Pemerintah,ribu rupiah,2024,217094989467.97,"217.094.989.467,97",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.2 Retribusi Daerah/Regional Retribution,Realisasi Keuangan Pemerintah,ribu rupiah,2025,29386118187.93,"29.386.118.187,93",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.3 Hasil Perusahaan Milik Daerah dan Pengelolaan,Realisasi Keuangan Pemerintah,ribu rupiah,2024,25815979302,"25.815.979.302,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.3 Hasil Perusahaan Milik Daerah dan Pengelolaan,Realisasi Keuangan Pemerintah,ribu rupiah,2025,21772982444,"21.772.982.444,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.4 Lain-lain PAD yang Sah/Other Regional Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2024,11901516540.83,"11.901.516.540,83",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.1.4 Lain-lain PAD yang Sah/Other Regional Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2025,217728831173.51,"217.728.831.173,51",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2 Pendapatan Transfer/ Transfer Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2024,3202211167547,"3.202.211.167.547,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2 Pendapatan Transfer/ Transfer Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2025,2970017931511,"2.970.017.931.511,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1 Pendapatan Transfer Pemerintah Pusat/ Central,Realisasi Keuangan Pemerintah,ribu rupiah,2024,2894758114030,"2.894.758.114.030,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1 Pendapatan Transfer Pemerintah Pusat/ Central,Realisasi Keuangan Pemerintah,ribu rupiah,2025,2749641851506,"2.749.641.851.506,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.1 Dana Perimbangan/ Balancing Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2024,2472812378030,"2.472.812.378.030,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.1 Dana Perimbangan/ Balancing Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2025,2374016305076,"2.374.016.305.076,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.2 Dana Insentif Daerah (DID)/ Regional Incentive Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2024,0,"0,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.2 Dana Insentif Daerah (DID)/ Regional Incentive Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2025,0,"0,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.3 Dana Desa/ Village Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2024,406854234000,"406.854.234.000,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.3 Dana Desa/ Village Fund,Realisasi Keuangan Pemerintah,ribu rupiah,2025,368495051430,"368.495.051.430,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.4 Insentif Fiskal,Realisasi Keuangan Pemerintah,ribu rupiah,2024,15091502000,"15.091.502.000,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.1.4 Insentif Fiskal,Realisasi Keuangan Pemerintah,ribu rupiah,2025,7130495000,"7.130.495.000,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2 Pendapatan Transfer Antar Daerah/Inter-Regional,Realisasi Keuangan Pemerintah,ribu rupiah,2024,307453053517,"307.453.053.517,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2 Pendapatan Transfer Antar Daerah/Inter-Regional,Realisasi Keuangan Pemerintah,ribu rupiah,2025,220376080005,"220.376.080.005,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2.1 Pendapatan Bagi Hasil/Profit Sharing Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2024,200428161317,"200.428.161.317,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2.1 Pendapatan Bagi Hasil/Profit Sharing Revenue,Realisasi Keuangan Pemerintah,ribu rupiah,2025,163189606805,"163.189.606.805,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2.2 Bantuan Keuangan/Financial Assistance,Realisasi Keuangan Pemerintah,ribu rupiah,2024,107024892200,"107.024.892.200,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.2.2.2 Bantuan Keuangan/Financial Assistance,Realisasi Keuangan Pemerintah,ribu rupiah,2025,57186473200,"57.186.473.200,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3 Lain-lain Pendapatan Daerah yang Sah/Other,Realisasi Keuangan Pemerintah,ribu rupiah,2024,5378176655,"5.378.176.655,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3 Lain-lain Pendapatan Daerah yang Sah/Other,Realisasi Keuangan Pemerintah,ribu rupiah,2025,25252594833,"25.252.594.833,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3.1 Pendapatan Hibah - LRA,Realisasi Keuangan Pemerintah,ribu rupiah,2024,5378176655,"5.378.176.655,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3.1 Pendapatan Hibah - LRA,Realisasi Keuangan Pemerintah,ribu rupiah,2025,24803980846,"24.803.980.846,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3.2 Lain-lain Pendapatan Sesuai dengan Ketentuan,Realisasi Keuangan Pemerintah,ribu rupiah,2024,0,"0,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,1.3.2 Lain-lain Pendapatan Sesuai dengan Ketentuan,Realisasi Keuangan Pemerintah,ribu rupiah,2025,448613987,"448.613.987,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2. Belanja Daerah/Regional Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,3741552000360.49,"3.741.552.000.360,49",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2. Belanja Daerah/Regional Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,3348266750198.42,"3.348.266.750.198,42",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1 Belanja Operasi/Operation Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,2630302009078.49,"2.630.302.009.078,49",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1 Belanja Operasi/Operation Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,2497095422653.42,"2.497.095.422.653,42",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.1 Belanja Pegawai/ Personnel Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,1410012558941,"1.410.012.558.941,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.1 Belanja Pegawai/ Personnel Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,1474798277694,"1.474.798.277.694,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.2 Belanja Barang dan Jasa/Goods and Services,Realisasi Keuangan Pemerintah,ribu rupiah,2024,971819413065.49,"971.819.413.065,49",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.2 Belanja Barang dan Jasa/Goods and Services,Realisasi Keuangan Pemerintah,ribu rupiah,2025,876849568986.42,"876.849.568.986,42",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.3 Belanja Hibah/Grant Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,242165537072,"242.165.537.072,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.3 Belanja Hibah/Grant Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,140542775973,"140.542.775.973,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.4 Belanja Bantuan Sosial/Social Assistance Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,6304500000,"6.304.500.000,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.1.4 Belanja Bantuan Sosial/Social Assistance Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2025,4904800000,"4.904.800.000,00",ada,
Pemerintahan,2.4.1,"Realisasi Keuangan Pemerintah Kabupaten Tasikmalaya Menurut Jenis (ribu rupiah), 2024-2025",Kabupaten Tasikmalaya,2.2 Belanja Modal/ Capital Expenditure,Realisasi Keuangan Pemerintah,ribu rupiah,2024,421159805198,"421.159.805.198,00",ada,
